ProductID,ItemNum,Name,CatYear,ExpirationDate,Discontinued,Cat1Name,Cat2Name,Page1,Page2,Description,Keywords,Colors,Themes,Dimension1,Dimension1Units,Dimension1Type,Dimension2,Dimension2Units,Dimension2Type,Dimension3,Dimension3Units,Dimension3Type,Qty1,Qty2,Qty3,Qty4,Qty5,Qty6,Prc1,Prc2,Prc3,Prc4,Prc5,Prc6,PrCode,PiecesPerUnit1,PiecesPerUnit2,PiecesPerUnit3,PiecesPerUnit4,PiecesPerUnit5,PiecesPerUnit6,QuoteUponRequest,PriceIncludeClr,PriceIncludeSide,PriceIncludeLoc,SetupChg,SetupChgCode,ScreenChg,ScreenChgCode,PlateChg,PlateChgCode,DieChg,DieChgCode,ToolingChg,ToolingChgCode,RepeatChg,RepeatChgCode,AddClrChg,AddClrChgCode,AddClrRunChg1,AddClrRunChg2,AddClrRunChg3,AddClrRunChg4,AddClrRunChg5,AddClrRunChg6,AddClrRunChgCode,IsRecyclable,IsEnvironmentallyFriendly,IsNewProd,NotSuitable,Exclusive,Hazardous,OfficiallyLicensed,IsFood,IsClothing,ImprintSize1,ImprintSize1Units,ImprintSize1Type,ImprintSize2,ImprintSize2Units,ImprintSize2Type,ImprintLoc,SecondImprintSize1,SecondImprintSize1Units,SecondImprintSize1Type,SecondImprintSize2,SecondImprintSize2Units,SecondImprintSize2Type,SecondImprintLoc,DecorationMethod,NoDecoration,NoDecorationOffered,NewPictureURL,NewPictureFile,ErasePicture,NewBlankPictureURL,NewBlankPictureFile,EraseBlankPicture,NotPictured,MadeInCountry,AssembledInCountry,DecoratedInCountry,ComplianceList,WarningLbl,ComplianceMemo,ProdTimeLo,ProdTimeHi,RushProdTimeLo,RushProdTimeHi,Packaging,CartonL,CartonW,CartonH,WeightPerCarton,UnitsPerCarton,ShipPointCountry,ShipPointZip,Comment,Verified,UpdateInventory,InventoryOnHand,InventoryOnHandAdd,InventoryMemo
2546941,LFD-TG07,To Go Coffee Cup Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,To Go Coffee Cup Shaped Polyurethane Stress Reliever. White stress relievers may discolor over time. Please store them in their plastic bags away from direct sunlight and distribute within 3 months.,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Food, To Go, Takeout, Carryout, Coffee, Bean, Cup, Java, Breakfast, Morning, Tea, Caffiene",White/Tan,"Beverage, Drinking, Exercise, Health, Medical",3.75,1,3,2.5,1,5,,0,0,100,250,500,1000,2500,0,3.3,3.18,3.08,2.98,2.87,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,,0,0,Front,1.25,1,2,0.75,1,3,Top,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,24,14,15,26,250,US,63114,,TRUE,FALSE,10307,0,
4303369,LFD-WB13,Wine Bottle Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Wine Bottle Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Drink, Wine, Vino, Champagne, Merlot, Red, White, French, Napa, Grape, Vineyard, Toast, Reception, Wedding, Harvest, Napa",Black/White/Red,"Beverage, Drinking, Exercise, Health, Medical",4.5,1,3,1.5,1,5,,0,0,100,250,500,1000,2500,0,2.73,2.62,2.52,2.4,2.28,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.875,1,2,1.5,1,3,Front,0.875,1,2,1.5,1,3,Back,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,22,15,14,20,400,US,63114,,TRUE,FALSE,753,0,
3685496,LFD-WN09,Walnut Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order. Walnut Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Food, Nut, Pistachio, Walnet, Peanut, Cashew, Protein",Tan,"Eating, Exercise, Food, Health, Medical",2.625,1,3,2.125,1,5,,0,0,1000,2500,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,TRUE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0,0,0,0,GG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,,0,0,Front,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,CN,"Prop 65, ASTM, CPSIA, CCPSA",,,75,77,50,53,Bulk,22,15,14,17,350,US,63114,,TRUE,FALSE,999999999,0,
5484208,LFD-YG13,Yogurt Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order. Yogurt Shaped Polyurethane Stress Reliever. White stress relievers may discolor over time. Care instructions are provided with your shipment.,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Food, Dairy, Cow, Milk, Protein",White/Red,"Eating, Exercise, Food, Health, Medical",2.25,1,1,2.25,1,2,2,1,3,1000,2500,0,0,0,0,2.59,2.26,0,0,0,0,CC,1,1,0,0,0,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0,0,0,0,GG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,1,1,3,Side,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,CN,"Prop 65, ASTM, CPSIA, CCPSA",,,75,77,50,53,Bulk,16,15,14,16,250,US,63114,,TRUE,FALSE,0,0,
5484209,LFF-AC91,Advertising Cow Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order.. White stress relievers may discolor over time. Care instructions are provided with your shipment.,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Advertising, Advertise, Marketing, Cow, Dairy, Milk, Farm, Barnyard, Livestock, Billboard",White,"Animal, Exercise, Health, Medical",2.875,1,1,2.375,1,2,1.75,1,3,1000,2500,0,0,0,0,3.13,2.72,0,0,0,0,CC,1,1,0,0,0,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0,0,0,0,GG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25,1,2,0.375,1,3,Front of Sign,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,CN,"Prop 65, ASTM, CPSIA, CCPSA",,,75,77,50,53,Individual Poly Bag,21,13,13,21,250,US,63114,,TRUE,FALSE,,0,
2836561,LFF-AL08,Alien Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Alien Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Alien, Outer Space, Visitor, Ufo, Space, Martian, Star, Science, Galaxy, Galactic, Universe, Milky Way, Sun, Spaceship, Trek",Silver/Green,"Exercise, Health, Medical, Science",2,1,1,2,1,2,4.5,1,3,100,250,500,1000,2500,0,3.53,3.47,3.32,3.2,3.1,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.75,1,2,0.625,1,3,Front,1,1,2,0.75,1,3,Back,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,22,15,14,25,400,US,63114,,TRUE,FALSE,4673,0,
8344971,LFF-BF25,Bigfoot Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,"The Bigfoot Stress Reliever is a lightweight and squeezable accessory designed to reduce stress and tension with a fun and mysterious touch. Shaped like the legendary Bigfoot, it's perfect for desks, offices, or on-the-go relaxation. Ideal for corporate events, trade shows, wellness programs, outdoor events, and camping promotions, this stress reliever combines functionality with a mythical theme, making it a unique gift or promotional item.","Bigfoot, Corporate Events, Trade Shows, Employee Appreciation, Wellness Programs, Mythical Creatures, Fun Giveaway, Outdoor Events, Camping Promotions, Nature Themes",Brown,"Animal, Amusement, Entertainment, Health, Fitness",2.625,1,1,1.5,1,2,4.75,1,3,100,250,500,1000,2500,0,3.73,3.67,3.53,3.43,3.32,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0.5,1,3,Front,0.75,1,2,0.5,1,3,Back,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA",,,5,7,0,0,Bulk,22,15,14,20,250,US,63114,,TRUE,FALSE,951,0,
5484210,LFF-CA97,Castle Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order.. White stress relievers may discolor over time. Care instructions are provided with your shipment.,"Stress Toy, Squishy, Squeeze, Palace, Fairy Tale, Europe, European, Kingdom, King, Queen, Royalty, Chess, Knight, Medieval, Middle Ages, Fortress, Catapult, Longbow, Siege, Tower, Drawbridge",White/Blue,"Exercise, Health, Medical",3.1875,1,1,2.8125,1,2,3.8125,1,3,1000,2500,0,0,0,0,3.84,3.37,0,0,0,0,CC,1,1,0,0,0,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0,0,0,0,GG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0.5,1,3,Front,1,1,2,0.75,1,3,Back,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,CN,"Prop 65, ASTM, CPSIA, CCPSA",,,75,77,50,53,Individual Poly Bag,22,15,14,16,100,US,63114,,TRUE,FALSE,,0,
1602383,LFF-CF16,Cartoon Frog Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Cartoon Frog Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Animal, Cartoon, Frog, Toad, Croaker, Bullfrog, Swamp, Lilypad",Green,"Animal, Exercise, Health, Medical",2,1,1,2.5,1,2,2.5,1,3,100,250,500,1000,2500,0,2.7,2.58,2.48,2.38,2.27,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,1,2,1,1,3,Back,1,1,2,0.5,1,3,Nose,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,22,15,14,27,300,US,63114,,TRUE,FALSE,6107,0,
1607595,LFF-CP19,Cool Pig Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Cool Pig Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Animal, Cool, Pig, Farm, Ranch, Sty, Mud, Hay, Swine","Blue, Lime Green, Pink, Red","Animal, Exercise, Health, Medical",4,1,1,2,1,2,2.5,1,3,100,250,500,1000,2500,0,3.2,3.08,2.98,2.88,2.77,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25,1,2,0.875,1,3,Back,1.25,1,2,0.5,1,3,Side,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,22,15,14,22,250,US,63114,,TRUE,FALSE,4998,0,
1607597,LFF-CS05,Cool Sun Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Cool Sun Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Sun, Cool, Solar, Heat, Bright","Green, Red, Yellow","Exercise, Health, Medical, Summer, Sun",3.125,1,1,0.875,1,2,3.5,1,3,150,250,500,1000,2500,0,2.23,2.17,2.08,1.98,1.9,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,,0,0,Back,0.75,1,2,0.25,1,3,"Front, Under Sunglasses",Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,22,15,14,23,600,US,63114,,TRUE,FALSE,41734,0,
5484211,LFF-DF92,Duck Funny Face Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order.,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Duck, Animal, Waddle, Funny, Face",Yellow,"Animal, Exercise, Health, Medical",2.625,1,3,2.125,1,5,,0,0,1000,2500,0,0,0,0,2.28,1.96,0,0,0,0,CC,1,1,0,0,0,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,,0,0,Back of Head,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,CN,"Prop 65, ASTM, CPSIA, CCPSA",,,75,77,50,53,Individual Poly Bag,19,16,15,21,250,US,63114,,TRUE,FALSE,,0,
4972616,LFF-DN16,Dinosaur Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Dinosaur Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Animal, Dinosaur, Prehistoric, Paleo, Extinct, Extinction, Rex",Brown,"Animal, Exercise, Health, Medical",2.25,1,1,3.875,1,2,3,1,3,100,250,500,1000,2500,0,3.3,3.18,3.08,2.98,2.87,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.875,1,2,0.875,1,3,Front,1,1,2,0.75,1,3,Back,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,24,14,15,20,250,US,63114,,TRUE,FALSE,560,0,
3687462,LFF-DR07,Dragon Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Dragon Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Dragon, Midievel, Fire, Breath, Fly, Wings, Fantasy",Red,"Animal, Exercise, Health, Magic, Medical",4,1,1,2.5,1,2,2.5,1,3,100,250,500,1000,2500,0,3.3,3.18,3.08,2.98,2.87,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25,1,2,0.5,1,3,Side,2.25,1,2,0.75,1,3,Bottom,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,24,14,15,21,250,US,63114,,TRUE,FALSE,2961,0,
1602361,LFF-FP01,Flying Pig Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Flying Pig Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Animal, Pig, Fly, Wings, Farm, Sty, Ranch, Swine","Blue, Pink, Red","Animal, Exercise, Health, Medical",4,1,1,2.5,1,2,2.75,1,3,100,250,500,1000,2500,0,3.3,3.18,3.08,2.98,2.87,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25,1,2,0.875,1,3,Back,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,24,14,13,20,200,US,63114,,TRUE,FALSE,14858,0,
2836564,LFF-FS08,Flying Saucer Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Flying Saucer Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Alien, Outer Space, Visitor, Ufo, Space, Martian, Star, Science, Galaxy, Galactic, Universe, Milky Way, Sun, Spaceship, Sci Fi, Science Fiction",Metallic Blue,"Exercise, Health, Medical, Science",1.5,1,3,3.75,1,5,,0,0,100,250,500,1000,2500,0,3.08,2.95,2.85,2.75,2.63,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25,1,2,,0,0,Top,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,24,14,15,23,300,US,63114,,TRUE,FALSE,4588,0,
5484212,LFF-GP91,Gentleman Penguin Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order.. White stress relievers may discolor over time. Care instructions are provided with your shipment.,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Animal, Waddle, Arctic, Cold, Icy, Snow, Winter, Northern, Tundra, Northpole, Southpole, North Pole, South Pole, Antarctica, Emperor",Black/White,"Animal, Exercise, Health, Medical",2,1,1,2.125,1,2,3.5,1,3,1000,2500,0,0,0,0,3.13,2.72,0,0,0,0,CC,1,1,0,0,0,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0,0,0,0,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0.75,1,3,Belly,1,1,2,0.75,1,3,Back,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,CN,"Prop 65, ASTM, CPSIA, CCPSA",,,75,77,50,53,Individual Poly Bag,17,15,14,21,250,US,63114,,TRUE,FALSE,,0,
1607615,LFF-MC11,Milk Cow Stress Reliever Funny Face,2026,12/31/2026,FALSE,Squeeze Toys,,,,Funny Face Milk Cow Shaped Polyurethane Stress Reliever. White stress relievers may discolor over time. Please store them in their plastic bags away from direct sunlight and distribute within 3 months.,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Animal, Milk, Cow, Dairy, Farm, Farmer, Barn",White/Black,"Animal, Exercise, Health, Medical",2.25,1,5,,0,0,,0,0,100,250,500,1000,2500,0,3.15,3.03,2.93,2.83,2.72,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,,0,0,Back of Head,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,22,15,14,18,500,US,63114,,TRUE,FALSE,1989,0,
5484213,LFF-MK96,Monkey Stress Reliever Funny Face,2026,12/31/2026,FALSE,Squeeze Toys,,,,NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order.,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Animal, Monkey, Ape, Gorilla, Jungle, Banana",Beige/Red,"Animal, Exercise, Health, Medical",2,1,1,2.25,1,2,2.375,1,3,1000,2500,0,0,0,0,2.17,1.88,0,0,0,0,CC,1,1,0,0,0,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0,0,0,0,GG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.25,1,2,0.5,1,3,Back of Head,1,1,2,0.25,1,3,Back of hat,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,CN,"Prop 65, ASTM, CPSIA, CCPSA",,,75,77,50,53,Individual Poly Bag,19,16,13,19,250,US,63114,,TRUE,FALSE,,0,
5518375,LFF-MP18,Imp Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Imp Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Imp, Cave, Blind, Fly, Nocturnal, Bat, Vampire, Dracula, Halloween","Blue, Red","Exercise, Health, Medical, Weather",4.75,1,1,2.75,1,2,2.25,1,3,100,250,500,1000,2500,0,3.72,3.62,3.48,3.38,3.27,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,0.5,1,3,Front,1,1,2,0.5,1,3,Back,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,24,14,15,21,250,US,63114,,TRUE,FALSE,2273,0,
4552027,LFF-MS15,Movie Star Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,Movie Star Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Film, Movie, Star, Hollywood, Showtime, Award, Set, Location, Dvd",Pink,"Beauty, Entertainment, Exercise, Cinema",1.75,1,1,5.625,1,2,1.875,1,3,150,250,500,1000,2500,0,3.04,2.94,2.84,2.74,2.64,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.625,1,2,0.5,1,3,Back,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,24,14,15,21,400,US,63114,,TRUE,FALSE,514,0,
1353337,LFF-PF04,Pig Stress Reliever Funny Face,2026,12/31/2026,FALSE,Squeeze Toys,,,,Funny Face Pig Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Anxiety, Frustration, Animal, Pig, Swine, Farm, Ranch, Sty, Mud, Hay, Funny, Face, Cartoon",Beige,"Animal, Exercise, Health, Medical",2.125,1,3,2.25,1,5,,0,0,150,250,500,1000,2500,0,2.38,2.3,2.2,2.08,2,0,CCCCC,1,1,1,1,1,0,FALSE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0.3,0.3,0.3,0,GGGGG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,,0,0,Back of Head,,0,0,,0,0,,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,US,"Prop 65, ASTM, CPSIA, CCPSA",,,5,7,0,0,Bulk,24,13,14,24,500,US,63114,,TRUE,FALSE,2286,0,
4552028,LFF-PR15,Princess Stress Reliever,2026,12/31/2026,FALSE,Squeeze Toys,,,,NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order.. White stress relievers may discolor over time. Care instructions are provided with your shipment. Princess Shaped Polyurethane Stress Reliever,"Stress Toy, Squishy, Novelty, Squeeze, Tension, Castle, Palace, Fairy Tale, Europe, European, Kingdom, King, Queen, Royalty, Empire, Realm, Knight, Medieval, Middle Ages, Tower, Drawbridge, Prince",Blue,"Beauty, Exercise, Fashion, Health, Medical",2.875,1,1,5.5,1,2,3,1,3,1000,2500,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,TRUE,1 color,1 side,1 location,60,G,0,,0,,0,,0,,25,G,60,G,0.3,0.3,0,0,0,0,GG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,1.25,1,3,Front,1.125,1,2,,0,0,Front - Diameter,Pad print,FALSE,FALSE,,FALSE,FALSE,,FALSE,FALSE,FALSE,CN,CN,CN,"Prop 65, ASTM, CPSIA, CCPSA",,,75,77,50,53,Bulk,24,14,15,26,200,US,63114,,TRUE,FALSE,999999999,0,
